Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
Ozagrel Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,GABRP;TAGLN;IL18;SCG5;CASP1;SFN;MSLN
SDZ-21009 Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,POSTN;GRB14;PDGFC;SCG5;ANXA10;SPINT2;MAPK13
DMAB-anabaseine Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,SULT1C2;GABRP;SPINK1;ANXA3;GDF15;KRT7;SOX9
Veratridine Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,SULT1C2;GABRP;KRT81;KCNE4;IL18;KRT7;NUPR1
Telenzepine Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,GABRP;ANXA3;SPINT2;NUPR1;MMP9;LTF;TTN
Ketoprofen Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,PDGFC;SPP1;ACSL5;SPINT2;LCP1;TGM2;LTF
GS-39783 Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,IL32;RGS4;TAGLN;KMO;TGM2;LTF;TTN
SR-59230A Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,SRGN;GLIPR1;POSTN;PDGFC;KRT7;MMP9;LTF
L-803087 Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,MME;CITED2;BASP1;MMP3;S1PR1;ARHGAP29;SPINT2
Azaperone Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,RGS4;BTNL8;POSTN;SPINK1;SCG5;ANXA10;OASL
Benazepril Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,KRT81;MLPH;CITED2;BIK;KRT7;SPINT2;NUPR1
L-161982 Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,GABRP;SPINK1;HSD17B2;ANXA10;TSPAN1;MMP9;LTF
GW-4064 Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,SRGN;ESM1;GLIPR1;CALB1;BASP1;SCG5;MSLN
Heliotrine Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,TAGLN;FAP;GRB14;BASP1;MMP3;ACSL5;MMP9
Phenamil Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,SRGN;CITED2;BASP1;PDGFC;SUSD4;SPP1;LTF
Moracizine Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,SRGN;MME;GRB14;SPP1;VEGFC;ADRB2;TTN
Pepstatin Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,ANXA3;PDGFC;SCG5;ARHGAP29;AOX1;SPINT2;MSLN
C-646 Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,GABRP;FAP;PLAU;ARHGDIB;KRT7;TSPAN1;MAPK13
Larixinic-Acid Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,IL32;RGS4;IL1RL1;GLIPR1;CASP1;KRT7;KMO
Oxymetholone Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,RGS4;SULT1C2;SPINK1;MME;SUSD4;SCG5;ACSL5
Taxifolin Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,CDA;SPINK1;CALB1;NAV3;SPP1;CASP1;KRT7
Rufloxacin Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,GABRP;SPINK1;ANXA3;KRT7;SOX9;NUPR1;TGM2
ST-024029 Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,SULT1C2;EDN1;CITED2;EPS8L2;LCP1;FSTL1;TTN
NK42-I-109-1 Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,IL32;RGS4;SRGN;KRT81;KRT7;NUPR1;RIN2
Tetradecylthioacetic-Acid Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,IL32;SRGN;KRT81;GRB14;SLCO1B3;ADRB2;TTN
2-Aminopurine Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,POSTN;MME;ANXA3;S1PR1;SFN;FSTL1;LTF
SA-85901 Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,IL32;POSTN;ANXA3;MMP3;KRT7;EPS8L2;SPINT2
ARG-CSC-22 Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,RGS4;SPINK1;BIK;SPP1;ARHGAP29;TOX;MAPK13
SA-102096 Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,RGS4;CITED2;LPAR1;KRT7;SLAMF7;LCP1;TOX
Metamizole Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,COL17A1;PLAU;PDGFC;SCG5;PKP2;NUPR1;MSLN
SA-242443 Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,POSTN;SPINK1;PDGFC;HSD17B2;SPINT2;SOX9;TOX
SA-1456195 Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,SRGN;SCG5;KRT7;SOX9;NUPR1;MMP9;LTF
GDC-0834 Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,KCNE4;HSD17B2;SCG5;KRT7;ARHGAP29;SFN;NMNAT2
AST-1306 Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,TGFB2;SPINK1;PDGFC;KRT7;ARHGAP29;MSLN;TGM2
Firategrast Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,SPINK1;GDF15;CREB3L1;ACSL5;ADRB2;LCP1;DOCK2
Ginkgetin Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,IL32;GABRP;KRT81;PDGFC;KRT7;SFN;SOX9
Deserpidine Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,SPINK1;BIK;SERPINE1;ADRB2;MMP9;LTF;SUGCT
A-740003 Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,KRT81;PLAU;PDGFC;SFN;SOX9;RIN2;LOXL1
AGI-6780 Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,GABRP;NUAK1;ANXA3;FSTL1;MMP9;TGM2;SSX1
SA-1938862 Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,SRGN;GABRP;GLIPR1;PCLO;PDGFC;LPAR1;MSLN
SA-1456305 Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,SEMA5A;GABRP;NUAK1;GLIPR1;TSPAN1;TGM2;SSX1
M-344 Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,GABRP;GDF15;PDGFC;MMP3;SPP1;MSLN;MMP9
WY-01-034 Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,IL32;KRT81;CALB1;GRB14;GDF15;NUPR1;TSPAN1
TL-32711 Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,KRT81;CITED2;BASP1;IL18;SPP1;SERPINB7;KMO
Anisodamine Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,IL32;GABRP;KRT7;ARHGAP29;EPS8L2;SOX9;SERPINB7
Camicinal Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,CDA;MLPH;ANXA3;BIK;KRT7;RIN2;TGM2
Temoporfin Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,SRGN;SULT1C2;POSTN;SPP1;SPINT2;TOX;LTF
TAK-875 Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,IL32;BASP1;KRT7;ARHGAP29;NUPR1;MSLN;TTN
Ivacaftor Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,SPINK1;GDF15;SERPINE1;SPP1;PKP2;MSLN;TSPAN1
Basimglurant Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,CDA;IL18;ARHGAP29;AOX1;SPINT2;KMO;LTF
Merbarone Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,POSTN;CITED2;MMP3;SPP1;ARHGAP29;MSLN;LTF
Resiquimod Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,SEMA5A;GRB14;GDF15;SLCO1B3;SPP1;AOX1;SFN
AZD-5438 Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,IL32;WWC1;SCG5;SOX9;MSLN;TSPAN1;SUGCT
Oxiracetam Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,TAGLN;KCNE4;ARHGDIB;SCG5;ARHGAP29;SFN;MSLN
Eicosatrienoic-Acid Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,GABRP;KRT81;LPAR1;ACSL5;KRT7;SOX9;CPA4
Diclofenamide Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,SPINK1;PDGFC;ARHGDIB;LPAR1;CASP1;ACSL5;MAPK13
Saquinavir Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,RGS4;SRGN;GABRP;SOX9;RIN2;TGM2;LTF
Wiskostatin Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,SPINK1;MME;FAP;GDF15;SPP1;SOX9;NUPR1
Orthothymotinic-Acid Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,EDN1;SPINK1;CALB1;GRB14;KCNE4;PDGFC;PLXNA2
Coumestrol Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,SRGN;NUAK1;CITED2;GDF15;PDGFC;ARHGDIB;CASP1
Enalapril Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,PCLO;MLPH;GRB14;BASP1;SCG5;KRT7;MAPK13
Timolol Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,RGS4;SRGN;SPP1;PLXNA2;LCP1;TOX;MMP9
Formestane Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,MME;SCG5;PKP2;ACSL5;ARHGAP29;AOX1;MSLN
Ergocryptine Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,SEMA5A;ESM1;PDGFC;CYP4F3;TGM2;SSX1;LTF
EMD-386088 Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,SEMA5A;POSTN;KCNE4;HSD17B2;LPAR1;ACSL5;NUPR1
Hymecromone Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,SULT1C2;MLPH;GRB14;TIE1;SOX9;TGM2;LTF
HTMT Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,RGS4;SRGN;MLPH;PKP2;NMNAT2;KMO;FSTL1
Naringin Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,TAGLN;IL18;PKP2;PRR5L;TOX;FSTL1;OASL
Pepstatin Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,IL32;GABRP;BASP1;KRT7;TGM2;LTF;TTN
Perhexiline Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,RGS4;SPINK1;MME;FAP;GDF15;BASP1;NUPR1
KU-C104131 Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,NUAK1;ANXA3;BASP1;KRT7;AOX1;SOX9;MSLN
AT-CSC-07 Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,ESM1;CALB1;FAP;TIE1;PDGFC;PLXNA2;KRT7
VU-0447126-2 Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,SEMA5A;SRGN;MLPH;SCG5;KRT7;ADRB2;LTF
KU-C103671 Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,GRB14;NAV3;CYP4F3;LPAR1;IL18;TGM2;RAG1
JAS07-002 Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,RGS4;TAGLN;ANXA3;BASP1;PRR5L;OASL;LTF
SID-7969543 Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,ANXA3;BDNF;TIE1;KRT7;ARHGAP29;SOX9;RAG1
Midazolam Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,NAV3;CITED2;KRT7;ARHGAP29;AOX1;NUPR1;SSX1
Olmesartan Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,RGS4;IL1RL1;TAGLN;CALB1;MLPH;ANXA3;MMP3
Methandriol Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,MLPH;BDNF;SLCO1B3;LPAR1;SUSD4;ACSL5;RAG1
Reversine Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,IL32;GABRP;MLPH;KRT7;SLAMF7;NUPR1;OASL
Dexketoprofen Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,RGS4;GLIPR1;POSTN;FAP;CITED2;KCNE4;CREB3L1
Dihydroxyphenylglycine Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,GABRP;TAGLN;IL18;KRT7;ARHGAP29;MMP9;TGM2
Demeclocycline Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,SRGN;EDN1;TAGLN;GRB14;ARHGDIB;NUPR1;RIN2
Methimazole Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,ANXA3;PDGFC;ARHGDIB;SPP1;SCG5;TGM2;LTF
Hycanthone Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,TAGLN;BASP1;SERPINE1;VEGFC;ARHGAP29;SFN;LCP1
Acemetacin Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,RGS4;CITED2;KCNE4;PDGFC;LPAR1;VEGFC;MSLN
Monensin Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,IL1RL1;BASP1;KCNE4;KRT7;ANXA10;MSLN;TTN
Pranoprofen Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,KRT81;GLIPR1;CALB1;SPP1;SCG5;KRT7;VEGFC
Butalbital Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,SRGN;KRT81;SPINK1;PDGFC;SUSD4;PLXNA2;TTN
Maleic-Hydrazide Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,SRGN;KRT81;GRB14;ARHGDIB;AOX1;EPS8L2;LTF
SA-1919875 Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,IL32;KRT81;POSTN;BIK;SOX9;NUPR1;LTF
2-AG Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,MLPH;ANXA3;KRT7;ARHGAP29;AOX1;ANXA10;FSTL1
WAY-362450 Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,RGS4;PCLO;PLXNA2;ACSL5;LTF;TTN;MAPK13
TUL XIX002 Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,SPINK1;NAV3;GDF15;HSD17B2;ACSL5;LCP1;LTF
GNE-477 Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,COL17A1;MME;HSD17B2;IL18;ARHGAP29;AOX1;EGFR
TRIFLUPERIDOL-2HCL Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,MME;ANXA3;SLCO1B3;SPP1;SFN;ADRB2;MMP9
NVP-BGJ398 Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,EDN1;TAGLN;BASP1;PDGFC;KRT7;NUPR1;MSLN
PHA-767491 Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,IL32;WWC1;SCG5;SPINT2;SOX9;MSLN;TSPAN1
LY-2886721 Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,RGS4;ARHGDIB;LPAR1;SLAMF7;KMO;TSPAN1;MMP9
Compound-W Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,GABRP;POSTN;GRB14;SPP1;MMP9;RAG1;LTF
UNC-0642 Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,NUAK1;POSTN;FAP;PLXNA2;SOX9;LTF;TTN
Bipenamol Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,SULT1C2;POSTN;SPINK1;CALB1;ARHGAP29;SOX9;TGM2
Lazabemide Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,MME;GRB14;BDNF;AOX1;SFN;TOX;MMP9
Eprobemide Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,SRGN;MME;FAP;CITED2;PDGFC;KRT7;MSLN
SA-1457169 Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,GABRP;KRT81;CITED2;HSD17B2;SUSD4;ANXA10;NUPR1
SIB-1508Y Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,RAB3B;GLIPR1;SPINK1;LCP1;KMO;TGM2;SSX1
Z-36 Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,RGS4;SPINK1;MME;NAV3;HSD17B2;CASP1;ANXA10
Methscopolamine Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,TAGLN;POSTN;MLPH;FAP;SFN;LOXL1;TTN
AV-412 Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,SPINK1;MME;SPP1;ARHGAP29;AOX1;ADRB2;FSTL1
Favipiravir Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,TAGLN;SPINK1;FAP;GRB14;SCG5;KRT7;RIN2
Dexloxiglumide Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,IL32;MLPH;NUPR1;TGM2;SSX1;LTF;TTN
Adenosine Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,MLPH;NAV3;BASP1;SOX9;MSLN;LOXL1;TTN
Moxidectin Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,RGS4;COL17A1;SPINK1;KCNE4;SCG5;PLXNA2;AOX1
Dipraglurant Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,CALB1;MME;GRB14;MMP3;SPP1;NUPR1;LTF
Ursodeoxycholyltaurine Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,RGS4;GABRP;KRT81;POSTN;AOX1;LTF;MAPK13
Phenylacetylglutamine Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,CALB1;FAP;SPP1;KRT7;MMP9;TGM2;LTF
Desvenlafaxine Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,POSTN;MLPH;MME;KRT7;SLAMF7;SFN;DOCK2
Rupatadine Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,MLPH;SPP1;KRT7;RIN2;TGM2;SSX1;TTN
BIIE-0246 Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,GLIPR1;NAV3;BIK;ARHGDIB;KRT7;SFN;EPS8L2
WIN-552122 Up,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,SULT1C2;GABRP;SPP1;SLAMF7;VEGFC;TGM2;LTF
Mps1-IN-1 Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,RGS4;GABRP;GLIPR1;TAGLN;GRB14;ARHGAP29;AOX1
Linifanib Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,SULT1C2;MLPH;CITED2;GDF15;BASP1;NMNAT2;NUPR1
DNQX Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,IL32;KRT81;CALB1;MME;BASP1;PKP2;LCP1
SANT-1 Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,IL32;MME;BIK;CYP4F3;ACSL5;ARHGAP29;AOX1
IB-MECA Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,SRGN;GABRP;BIK;AOX1;EPS8L2;SERPINB7;LTF
L-152804 Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,MLPH;MME;BASP1;PDGFC;AOX1;NUPR1;TTN
GR-79236 Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,EDN1;MLPH;MME;ANXA3;GDF15;SFN;SOX9
JTE-013 Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,IL32;TAGLN;MME;AOX1;ADRB2;LCP1;MSLN
SKI-II Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,NUAK1;ANXA3;BIK;WWC1;ARHGDIB;AOX1;ADRB2
Ditolylguanidine Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,SPINK1;GDF15;PDGFC;LPAR1;SPP1;SFN;MAPK13
CGP-37157 Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,POSTN;MME;ANXA3;GDF15;PDGFC;MMP3;NUPR1
BMY-7378 Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,SPINK1;MME;GDF15;ANKRD55;SPINT2;NUPR1;MSLN
LY-341495 Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,TAGLN;POSTN;TIE1;PKP2;SLAMF7;ARHGAP29;TTN
Procainamide Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,CDA;FAP;GRB14;ANXA3;GDF15;KRT7;TTN
CCMQ Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,SRGN;MLPH;CYP4F3;SLCO1B3;KRT7;KMO;TGM2
Ergocornine Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,IL32;POSTN;BASP1;KCNE4;LPAR1;SCG5;TTN
tyrphostin-B44 Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,NUAK1;TAGLN;SCG5;AOX1;SPINT2;NUPR1;TOX
Homosalate Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,RGS4;MLPH;MMP3;SCG5;ARHGAP29;SOX9;FLNC
SB-415286 Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,CITED2;GDF15;BASP1;CYP11A1;HSD17B2;NUPR1;FSTL1
Epicatechin Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,SPINK1;MLPH;BASP1;PLAU;CREB3L1;AOX1;FSTL1
ML-9 Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,IL32;ESM1;GLIPR1;MME;ANXA3;PDGFC;RAG1
Propentofylline Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,SRGN;SULT1C2;EDN1;HSD17B2;SCG5;SPINT2;TSPAN1
Torasemide Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,GABRP;GDF15;BIK;KRT7;NUPR1;TGM2;LTF
Tocainide Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,SCG5;PKP2;KRT7;VEGFC;SPINT2;NUPR1;MSLN
VU-0240551 Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,IL32;MME;CITED2;BIK;NUPR1;MSLN;TSPAN1
Rifabutin Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,SRGN;GABRP;TAGLN;POSTN;MMP3;AOX1;PRR5L
Tiagabine Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,TAGLN;MLPH;PDGFC;ARHGAP29;EPS8L2;TSPAN1;TTN
WT-171 Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,POSTN;CALB1;MLPH;NAV3;SLCO1B3;KMO;LTF
I-070754 Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,IL32;TAGLN;POSTN;FAP;SLAMF7;KMO;LTF
ST-4028268 Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,SRGN;GDF15;BIK;MMP3;SCG5;ARHGAP29;ANXA10
KIN001-055 Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,RGS4;GLIPR1;ANXA3;PLAU;WWC1;ARHGAP29;SPINT2
EMF-sumo1-5 Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,IL32;TAGLN;POSTN;PLAU;CYP4F3;SPINT2;MSLN
BI-78D3 Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,GABRP;ANXA3;MMP3;SLAMF7;SPINT2;SOX9;FSTL1
Tenofovir Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,NUAK1;POSTN;SPINK1;GDF15;LPAR1;TOX;OASL
ARG-CSC-26 Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,IL32;CDA;ANXA3;BASP1;MMP3;MSLN;MMP9
Iodoacetic-Acid Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,SEMA5A;KRT81;NUAK1;TAGLN;ANXA3;BASP1;EPS8L2
Fosinopril Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,RGS4;HSD17B2;SUSD4;SCG5;KRT7;ARHGAP29;TTN
YL-55 Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,RGS4;GLIPR1;TAGLN;POSTN;BASP1;HSD17B2;SPINT2
Aspirin Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,RGS4;BIK;PLAU;SFN;NUPR1;SSX1;LTF
Tributyltin Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,FAP;LPAR1;IL18;KRT7;ARHGAP29;MSLN;RIN2
Kynurenic-Acid Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,CALB1;MME;GDF15;SLCO1B3;ACSL5;TOX;MSLN
Beta-Carotene Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,TAGLN;SPINK1;CALB1;CITED2;SERPINE1;MMP3;SLAMF7
G-Butyrolactone Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,SRGN;SPINK1;SERPINE1;HSD17B2;MMP9;TGM2;LTF
Naphthalene Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,KRT81;CITED2;BASP1;SFN;NUPR1;MMP9;SUGCT
Dichlorvos Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,NAV3;GDF15;PLAU;PDGFC;CASP1;VEGFC;MSLN
SA-86418 Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,CDA;GABRP;POSTN;PCLO;GDF15;TSPAN1;TGM2
SA-1456751 Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,KRT81;ANXA3;BASP1;PDGFC;KRT7;EPS8L2;TGM2
SA-1921617 Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,SULT1C2;SPINK1;ARHGDIB;ARHGAP29;NUPR1;MMP9;LTF
Bazedoxifene Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,POSTN;MLPH;MME;PLXNA2;SFN;ADRB2;RAG1
LIVF001-017 Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,GLIPR1;POSTN;ANXA3;PDGFC;SCG5;SFN;SPINT2
PF-03758309 Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,MME;GRB14;NAV3;ARHGDIB;LPAR1;NUPR1;LTF
Seocalcitol Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,SRGN;GLIPR1;POSTN;CALB1;SPP1;MMP9;LTF
I-585855 Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,GABRP;PCLO;SUSD4;SFN;RIN2;SSX1;TTN
AZD-1208 Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,KRT81;IL18;SPP1;SCG5;PRR5L;MSLN;MMP9
KPT-185 Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,ANXA3;BIK;SLCO1B3;MMP3;LOXL1;TGM2;LTF
Oleamide Down,7/244,0.021250058,0.053569649,0,0,2.634895863,10.14802648,IL32;NUAK1;SPINK1;CALB1;PDGFC;NUPR1;MMP9
