Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
BG-1018 Up,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,KRT81;TRIM29;CITED2;PLAU;CAV1;LPAR1;IL18;SPINT2;SOX9
Bromopride Up,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,CA12;SPINK1;SERPINE1;HSD17B2;KRT7;SOX9;NAV2;CXCL14;LOXL1
Chrysin Up,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,SEMA5A;POSTN;IL6;SPINK1;MME;SNAPC1;STC2;P3H2;SPINT2
Silybin-B Up,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,POSTN;ANXA3;HSD17B2;C5AR1;KRT7;SPINT2;LCP1;IL7R;LTF
LY-2801653 Up,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,CPA3;KRT81;CYP24A1;MME;TRIM29;ANXA3;IL7R;AREG;LTF
Crizotinib Down,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,RGS4;GLIPR1;EDN1;TGFB2;SERPINE1;CDH11;P3H2;PRR5L;FSTL1
Fusaric-Acid Down,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,CPA3;PTPRD;SPINK1;TRIM29;EPB41L3;NUPR1;NAV2;CXCL14;DCLK1
Thioperamide Down,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,NPPB;PTPRD;KRT81;POSTN;FAP;NAV3;ANXA3;BASP1;STC2
ZM-241385 Down,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,CA12;RGS4;POSTN;KRT7;ARHGAP29;SFN;GFRA1;ITM2A;LGR5
CGP-53353 Down,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,RGS4;PTPRD;SRGN;KRT81;GLIPR1;NAV3;MYO10;BASP1;TFEC
Nortriptyline Down,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,CA12;ESM1;EDN1;POSTN;IL6;EPB41L3;HSD17B2;S1PR1;GFRA1
MNITMT Down,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,CPA3;KRT81;POSTN;BASP1;EPB41L3;C5AR1;SOX9;NUPR1;LTF
Arcyriaflavin-A Down,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,IL32;MME;MAGEB2;SLAMF7;PRR5L;IL7R;ITM2A;LGR5;LTF
Bisoprolol Down,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,POSTN;IL6;BDNF;P3H2;KRT7;AOX1;NAV2;CXCL14;DCLK1
RS-102895 Down,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,THBD;CAV1;TIE1;EPB41L3;ARHGDIB;IL18;ARHGAP29;THSD7A;IL7R
Nor-Binaltorphimine Down,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,CPA3;GDF15;P3H2;SCG5;PKP2;AREG;F3;CXCL14;LTF
EX-527 Down,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,CA12;IL32;CPA3;CDA;ALCAM;GDF15;BASP1;C5AR1;AOX1
JAS07-010 Down,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,SRGN;CYP24A1;SLCO1B3;KRT7;SOX9;CYP4F11;LGR5;FOSL2;LTF
IOX-1 Down,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,IL32;CA12;CPA3;POSTN;TBC1D2;GRB14;ANXA3;WWC1;KRT7
KUC104235N Down,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,EVI2A;TIE1;C5AR1;ANXA10;IL7R;ITM2A;AREG;FSTL1;CXCL14
Andarine Down,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,POSTN;SPINK1;ANXA3;ARHGAP29;SPINT2;ITM2A;AREG;CXCL14;MAPK13
AS-703026 Down,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,RGS4;SRGN;EVI2A;GDF15;PLAU;SCG5;SOX9;AREG;HBEGF
Piromidic-Acid Down,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,RGS4;POSTN;FAP;GDF15;BASP1;ARHGDIB;DIO2;TNFAIP3;F3
Metacycline Down,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,RAB3B;CDH6;GLIPR1;IL6;RELN;SPINK1;WWC1;P3H2;KRT7
1-HYDROXYPHENAZINE Down,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,CA12;RELN;CAV1;ARHGDIB;TNFAIP3;SOX9;ITM2A;FSTL1;LTF
A-23187 Down,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,IL32;POSTN;MME;GRB14;ANXA3;CAV1;AOX1;FSTL1;CXCL14
ST-059620 Down,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,RGS4;IL6;STC2;LPAR1;NUPR1;IL7R;F3;LGR5;LTF
SA-1459224 Down,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,TRIM29;C5AR1;KRT7;AOX1;NR0B1;SOX9;AREG;LGR5;LTF
Acalabrutinib Down,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,CPA3;SRGN;KRT81;EVI2A;ANXA3;BASP1;C5AR1;TNFAIP3;F3
Teriflunomide Down,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,IL32;PTPRD;CDA;POSTN;ANXA3;KRT7;FSTL1;CXCL14;MAPK13
WAY-362450 Down,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,CA12;SEMA5A;KRT81;TRIM29;PLAU;P3H2;KRT7;SOX9;NUPR1
Phloridzin Down,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,BASP1;LPAR1;SCG5;ARHGAP29;NR0B1;IL7R;DCLK1;FOSL2;LTF
TG-101209 Down,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,GLIPR1;SPINK1;GDF15;IL1B;CAV1;SERPINE1;MMP3;SFN;CXCL14
Arofylline Down,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,THBD;POSTN;SPINK1;CALB1;TRIM29;PLAU;HSD17B2;P3H2;CXCL14
UNC-0642 Down,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,IL32;SRGN;ALCAM;IL18;S1PR1;SLAMF7;SERPINB7;IL7R;AREG
AZD-1283 Down,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,ALCAM;MME;BASP1;SLCO1B3;AOX1;THSD7A;IL7R;F3;CXCL14
Traxoprodil Down,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,POSTN;PCLO;CALB1;EPB41L3;TFEC;LY96;AOX1;AREG;F3
R-428 Down,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,RGS4;SRGN;POSTN;SERPINE1;ARHGAP29;DUSP8;AREG;FSTL1;CXCL14
TP-0903 Down,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,SRGN;TRIM29;GDF15;HSD17B2;LPAR1;KRT7;SFN;KCNK1;LTF
SA-84905 Down,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,SEMA5A;POSTN;CITED2;MMP3;P3H2;KRT7;ARHGAP29;NAV2;DCLK1
Ciproxifan Down,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,IL6;SNAPC1;BASP1;EPB41L3;SLCO1B3;IL18;AOX1;AREG;F3
Cytisine Down,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,THBD;ALCAM;ANXA3;MMP3;SPINT2;SOX9;LGR5;FOSL2;LTF
Cephalothin Down,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,KRT81;GRB14;NAV3;CITED2;CAV1;SERPINE1;P3H2;SLAMF7;AREG
ZM-226600 Down,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,CA12;EDN1;POSTN;IL6;SERPINE1;CDH11;KRT7;TNFAIP3;SFN
TIC-10 Down,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,IL32;EDN1;CAV1;EPB41L3;TFEC;KRT7;NAV2;FSTL1;CXCL14
AZD-8931 Down,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,CPA3;SRGN;POSTN;GDF15;KCNE4;ARHGDIB;C5AR1;HBEGF;MAPK13
Tanaproget Down,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,KRT81;CYP24A1;PLAU;MAGEB2;DIO2;NR0B1;SPINT2;SERPINB7;LTF
Trametinib Up,9/250,0.013504209,0.040319019,0,0,2.497198101,10.74982312,IL32;TRIM29;KRT7;SFN;NUPR1;FSTL1;CXCL14;FOSL2;LTF
Zopiclone Up,9/250,0.013504209,0.040319019,0,0,2.497198101,10.74982312,SRGN;THBD;GLIPR1;EDN1;ANXA3;WWC1;ARHGAP29;AREG;CXCL14
Forskolin Up,9/250,0.013504209,0.040319019,0,0,2.497198101,10.74982312,CA12;PTPRD;SRGN;THBD;IL6;AREG;CXCL14;FOSL2;LTF
KU-C104254 Up,9/250,0.013504209,0.040319019,0,0,2.497198101,10.74982312,CA12;IL32;SRGN;CITED2;SLCO1B3;ARHGAP29;NUPR1;F3;FSTL1
Triphenylphosphine-Oxide Up,9/250,0.013504209,0.040319019,0,0,2.497198101,10.74982312,RGS4;PCLO;NAV3;CITED2;BASP1;BDNF;EPB41L3;ARHGDIB;CXCL14
SA-1456456 Up,9/250,0.013504209,0.040319019,0,0,2.497198101,10.74982312,CPA3;NAV3;BASP1;EPB41L3;KRT7;ARHGAP29;IL7R;DCLK1;LTF
8-bromo-cGMP Up,9/250,0.013504209,0.040319019,0,0,2.497198101,10.74982312,POSTN;ALCAM;MME;GRB14;HSD17B2;P3H2;SFN;SPINT2;SOX9
SA-1939838 Up,9/250,0.013504209,0.040319019,0,0,2.497198101,10.74982312,IL32;CA12;MME;STC2;CAV1;ARHGDIB;NAV2;ITM2A;F3
BG-1032 Up,9/250,0.013504209,0.040319019,0,0,2.497198101,10.74982312,ALCAM;MME;GDF15;CAV1;TIE1;KRT7;ARHGAP29;FSTL1;CXCL14
Temazepam Up,9/250,0.013504209,0.040319019,0,0,2.497198101,10.74982312,CA12;GRB14;NAV3;CITED2;C5AR1;LPAR1;SCG5;ARHGAP29;NAV2
L-701252 Down,9/250,0.013504209,0.040319019,0,0,2.497198101,10.74982312,CPA3;ALCAM;SPINK1;FAP;EPB41L3;SPINT2;LCP1;IL7R;HBEGF
Droperidol Down,9/250,0.013504209,0.040319019,0,0,2.497198101,10.74982312,EDN1;ALCAM;RELN;GDF15;HSD17B2;MMP3;SCG5;S1PR1;MYOM2
Thapsigargin Down,9/250,0.013504209,0.040319019,0,0,2.497198101,10.74982312,CA12;RGS4;GLIPR1;FAP;HSD17B2;ARHGDIB;SCG5;AOX1;LOXL1
Thiostrepton Down,9/250,0.013504209,0.040319019,0,0,2.497198101,10.74982312,ALCAM;ANXA3;CAV1;KRT7;ARHGAP29;NAV2;AREG;LGR5;LOXL1
SD-8-005 Down,9/250,0.013504209,0.040319019,0,0,2.497198101,10.74982312,C5AR1;SLCO1B3;MMP3;P3H2;SCG5;AOX1;ANXA10;IL7R;LGR5
Sulfadiazine Down,9/250,0.013504209,0.040319019,0,0,2.497198101,10.74982312,CA12;C5AR1;P3H2;LY96;TNFAIP3;NUPR1;LGR5;DCLK1;LTF
Etretinate Down,9/250,0.013504209,0.040319019,0,0,2.497198101,10.74982312,CA12;NAV3;STC2;HSD17B2;KRT7;ARHGAP29;AOX1;ANXA10;SPINT2
Eseroline Down,9/250,0.013504209,0.040319019,0,0,2.497198101,10.74982312,CPA3;SRGN;ALCAM;GRB14;GDF15;MAGEB2;SPINT2;CXCL14;DCLK1
TCDD-dioxin Down,9/250,0.013504209,0.040319019,0,0,2.497198101,10.74982312,IL32;SRGN;IL6;RELN;SPINK1;HSD17B2;PKP2;SOX9;ITM2A
Mozavaptan Down,9/250,0.013504209,0.040319019,0,0,2.497198101,10.74982312,CPA3;THBD;RELN;SPINK1;MMP3;LPAR1;LY96;AREG;CXCL14
NMDA Down,9/250,0.013504209,0.040319019,0,0,2.497198101,10.74982312,CA12;CDH6;EDN1;CALB1;TRIM29;STC2;SERPINE1;AREG;CXCL14
ABT-702 Down,9/250,0.013504209,0.040319019,0,0,2.497198101,10.74982312,SEMA5A;RGS4;SRGN;POSTN;SPINK1;MME;HSD17B2;CDH11;KRT7
Erlotinib Up,8/231,0.023684241,0.070693673,0,0,2.392898827,8.956489624,SEMA5A;POSTN;SPINK1;CALB1;KCNE4;STC2;NUPR1;LGR5
Neratinib Up,8/232,0.024223737,0.072244245,0,0,2.382093933,8.862395248,EVI2A;MME;TRIM29;GDF15;STC2;LY96;SPINT2;NUPR1
Sunitinib Up,8/232,0.024223737,0.072244245,0,0,2.382093933,8.862395248,ALCAM;MME;CITED2;GDF15;BASP1;STC2;ARHGAP29;NUPR1
SRT-3657 Up,8/232,0.024223737,0.072244245,0,0,2.382093933,8.862395248,RGS4;POSTN;GDF15;STC2;SERPINE1;SLCO1B3;MMP3;NUPR1
Dabrafenib Up,8/233,0.024771801,0.073817786,0,0,2.371385084,8.769498999,CDH6;CALB1;GDF15;STC2;LY96;NUPR1;ITM2A;LTF
DG-041 Up,8/233,0.024771801,0.073817786,0,0,2.371385084,8.769498999,CPA3;GDF15;STC2;SLAMF7;ARHGAP29;SPINT2;NUPR1;LTF
Stemregenin-1 Up,8/233,0.024771801,0.073817786,0,0,2.371385084,8.769498999,ALCAM;CALB1;BASP1;STC2;SPINT2;NUPR1;DCLK1;LTF
CGP-57380 Up,8/234,0.025328494,0.075414423,0,0,2.360771003,8.677781749,CA12;POSTN;SPINK1;EVI2A;GDF15;STC2;LY96;NUPR1
TPCA-1 Up,8/234,0.025328494,0.075414423,0,0,2.360771003,8.677781749,RGS4;CPA3;ALCAM;GDF15;KCNE4;STC2;SLAMF7;NUPR1
HG-6-64-01 Up,8/234,0.025328494,0.075414423,0,0,2.360771003,8.677781749,POSTN;GDF15;STC2;LPAR1;LY96;NUPR1;ITM2A;CXCL14
Bithionol Up,8/235,0.025893875,0.076618969,0,0,2.350250438,8.587224753,ALCAM;GDF15;BASP1;STC2;C5AR1;KRT7;NUPR1;IL7R
Hyperforin Up,8/235,0.025893875,0.076618969,0,0,2.350250438,8.587224753,CA12;PTPRD;IL6;ALCAM;STC2;NUPR1;AREG;FOSL2
Dequalinium Up,8/235,0.025893875,0.076618969,0,0,2.350250438,8.587224753,SPINK1;CALB1;GDF15;STC2;LY96;NUPR1;F3;LTF
NNC-55-0396 Up,8/236,0.026468006,0.076618969,0,0,2.339822158,8.49780963,ALCAM;GDF15;STC2;LY96;SOX9;NUPR1;NAV2;AREG
CGI-1746 Up,8/236,0.026468006,0.076618969,0,0,2.339822158,8.49780963,SEMA5A;RGS4;MME;FAP;NAV3;GDF15;STC2;NUPR1
Chelerythrine Up,8/236,0.026468006,0.076618969,0,0,2.339822158,8.49780963,CALB1;STC2;SLCO1B3;P3H2;ANXA10;SPINT2;NUPR1;NAV2
UNC-0321 Down,8/236,0.026468006,0.076618969,0,0,2.339822158,8.49780963,CPA3;GDF15;STC2;AOX1;SFN;NUPR1;AREG;LGR5
CCCP Up,8/237,0.027050945,0.076618969,0,0,2.329484955,8.409518363,SPINK1;EVI2A;GDF15;STC2;IL1B;NUPR1;LGR5;HBEGF
Selamectin Up,8/237,0.027050945,0.076618969,0,0,2.329484955,8.409518363,IL6;BASP1;STC2;C5AR1;KRT7;NUPR1;DCLK1;LTF
CEP-33779 Up,8/237,0.027050945,0.076618969,0,0,2.329484955,8.409518363,ALCAM;GDF15;BASP1;SLCO1B3;KRT7;NUPR1;NAV2;DCLK1
Ixazomib Down,8/237,0.027050945,0.076618969,0,0,2.329484955,8.409518363,POSTN;ALCAM;BASP1;IL1B;CAV1;SERPINE1;SPINT2;AREG
AZD-6482 Down,8/237,0.027050945,0.076618969,0,0,2.329484955,8.409518363,IL32;POSTN;STC2;MMP3;SCG5;TNFAIP3;LCP1;LTF
O-Nitrotoluene Down,8/237,0.027050945,0.076618969,0,0,2.329484955,8.409518363,PTPRD;THBD;SERPINE1;HSD17B2;P3H2;NAV2;IL7R;AREG
Linsidomine Down,8/237,0.027050945,0.076618969,0,0,2.329484955,8.409518363,ALCAM;RELN;EVI2A;LY96;TNFAIP3;ITM2A;AREG;F3
Axitinib Up,8/238,0.02764275,0.076618969,0,0,2.319237641,8.322333287,IL32;CDA;POSTN;TRIM29;ANXA3;STC2;WWC1;SOX9
Cyanoquinoline-11 Up,8/238,0.02764275,0.076618969,0,0,2.319237641,8.322333287,SEMA5A;SRGN;SPINK1;TRIM29;ANXA3;BASP1;STC2;LPAR1
Verrucarin-A Up,8/238,0.02764275,0.076618969,0,0,2.319237641,8.322333287,CDH6;SNAPC1;ARHGDIB;KRT7;TNFAIP3;SOX9;ITM2A;LTF
Dacomitinib Up,8/238,0.02764275,0.076618969,0,0,2.319237641,8.322333287,CA12;TRIM29;SLCO1B3;IL18;LY96;NUPR1;IL7R;LTF
Thioguanine Up,8/238,0.02764275,0.076618969,0,0,2.319237641,8.322333287,POSTN;CITED2;GDF15;STC2;SCG5;KRT7;NUPR1;ITM2A
PHA-793887 Up,8/239,0.02824348,0.076618969,0,0,2.309079049,8.23623708,IL32;GLIPR1;POSTN;TGFB2;WWC1;SOX9;AREG;CXCL14
EMF-sumo1-3 Up,8/239,0.02824348,0.076618969,0,0,2.309079049,8.23623708,CA12;SPINK1;GDF15;STC2;MMP3;SFN;SOX9;AREG
Benzethonium Up,8/239,0.02824348,0.076618969,0,0,2.309079049,8.23623708,ALCAM;FAP;ANXA3;GDF15;STC2;PKP2;AOX1;NUPR1
Ro-106-9920 Up,8/239,0.02824348,0.076618969,0,0,2.309079049,8.23623708,STC2;C5AR1;MMP3;SCG5;TNFAIP3;NUPR1;HBEGF;MAPK13
Emetine-Hcl Up,8/239,0.02824348,0.076618969,0,0,2.309079049,8.23623708,EDN1;TGFB2;PCLO;EVI2A;SNAPC1;TNFAIP3;SOX9;LTF
Filanesib Up,8/239,0.02824348,0.076618969,0,0,2.309079049,8.23623708,GLIPR1;POSTN;ALCAM;CAV1;EPB41L3;ANXA10;IL7R;LTF
OMDM-2 Down,8/239,0.02824348,0.076618969,0,0,2.309079049,8.23623708,RELN;CITED2;C5AR1;P3H2;MAGEB2;ITM2A;LGR5;LTF
E-4031 Down,8/239,0.02824348,0.076618969,0,0,2.309079049,8.23623708,THBD;KRT81;GLIPR1;ANXA3;BASP1;MMP3;LY96;NUPR1
Toltrazuril Down,8/239,0.02824348,0.076618969,0,0,2.309079049,8.23623708,CITED2;BASP1;C5AR1;KRT7;ARHGAP29;ANXA10;NUPR1;DCLK1
STK-222600 Down,8/239,0.02824348,0.076618969,0,0,2.309079049,8.23623708,SEMA5A;ALCAM;SPINK1;MME;C5AR1;AREG;DCLK1;FOSL2
Vigabatrin Down,8/239,0.02824348,0.076618969,0,0,2.309079049,8.23623708,IL32;SRGN;KRT81;BASP1;BDNF;STC2;DIO2;SOX9
SA-1457169 Down,8/239,0.02824348,0.076618969,0,0,2.309079049,8.23623708,SRGN;EVI2A;MAGEB2;SCG5;SOX9;IL7R;AREG;DCLK1
Amidopyrine Down,8/239,0.02824348,0.076618969,0,0,2.309079049,8.23623708,RGS4;KCNE4;STC2;IL1B;ARHGDIB;SCG5;F3;CXCL14
MW-MITF10 Down,8/239,0.02824348,0.076618969,0,0,2.309079049,8.23623708,RGS4;BASP1;CDH11;DIO2;SLAMF7;GFRA1;NUPR1;LTF
AEE-788 Down,8/239,0.02824348,0.076618969,0,0,2.309079049,8.23623708,CA12;POSTN;HSD17B2;CDH11;P3H2;ARHGAP29;AREG;MAPK13
949 Down,8/239,0.02824348,0.076618969,0,0,2.309079049,8.23623708,EDN1;POSTN;ANXA3;GDF15;EPB41L3;ARHGAP29;AOX1;LOXL1
AVL-292 Up,8/240,0.02885319,0.076618969,0,0,2.29900803,8.151212756,POSTN;FAP;NAV3;STC2;EPB41L3;HSD17B2;NUPR1;DCLK1
TW-37 Up,8/240,0.02885319,0.076618969,0,0,2.29900803,8.151212756,ALCAM;MME;STC2;SCG5;TNFAIP3;NUPR1;F3;FOSL2
SU-1498 Up,8/240,0.02885319,0.076618969,0,0,2.29900803,8.151212756,RGS4;ANXA3;GDF15;BASP1;STC2;ANXA10;NUPR1;F3
Terfenadine Up,8/240,0.02885319,0.076618969,0,0,2.29900803,8.151212756,SPINK1;GDF15;BASP1;STC2;C5AR1;SOX9;NUPR1;DCLK1
JWE-035 Up,8/240,0.02885319,0.076618969,0,0,2.29900803,8.151212756,MME;ANXA3;GDF15;BASP1;CAV1;ARHGAP29;SOX9;AREG
Avermectin Up,8/240,0.02885319,0.076618969,0,0,2.29900803,8.151212756,KRT81;ANXA3;BASP1;PLAU;AOX1;NUPR1;AREG;LGR5
IWP-2 Up,8/240,0.02885319,0.076618969,0,0,2.29900803,8.151212756,CALB1;CAV1;P3H2;SCG5;ARHGAP29;SFN;GFRA1;LGR5
Arsenic-Trioxide Up,8/240,0.02885319,0.076618969,0,0,2.29900803,8.151212756,CDA;TRIM29;CITED2;BASP1;SLCO1B3;IL18;SFN;DCLK1
VE-821 Up,8/240,0.02885319,0.076618969,0,0,2.29900803,8.151212756,IL32;GRB14;ANXA3;SFN;NUPR1;CXCL14;DCLK1;LTF
ENMD-2076 Up,8/240,0.02885319,0.076618969,0,0,2.29900803,8.151212756,ALCAM;CITED2;BASP1;STC2;LY96;SOX9;NUPR1;DCLK1
K-252A Up,8/240,0.02885319,0.076618969,0,0,2.29900803,8.151212756,POSTN;ALCAM;BASP1;HSD17B2;KRT7;ARHGAP29;AOX1;AREG
Cabazitaxel Up,8/240,0.02885319,0.076618969,0,0,2.29900803,8.151212756,GLIPR1;POSTN;ALCAM;ANXA3;CAV1;P3H2;SOX9;FSTL1
Melperone Down,8/240,0.02885319,0.076618969,0,0,2.29900803,8.151212756,IL32;IL1B;HSD17B2;IL18;LY96;NUPR1;ITM2A;CD33
Propoxycaine Down,8/240,0.02885319,0.076618969,0,0,2.29900803,8.151212756,CA12;IL32;CPA3;CITED2;GDF15;BASP1;P3H2;NUPR1
Zileuton Down,8/240,0.02885319,0.076618969,0,0,2.29900803,8.151212756,SRGN;IL6;ALCAM;BASP1;P3H2;SOX9;IL7R;LTF
SA-1456456 Down,8/240,0.02885319,0.076618969,0,0,2.29900803,8.151212756,POSTN;TRIM29;GDF15;MMP3;SFN;AREG;FSTL1;LGR5
Tylosin-Tartrate Down,8/240,0.02885319,0.076618969,0,0,2.29900803,8.151212756,CPA3;SRGN;MME;GDF15;SOX9;NUPR1;LCP1;LTF
Gimeracil Down,8/240,0.02885319,0.076618969,0,0,2.29900803,8.151212756,CDA;NAV3;MYO10;EPB41L3;P3H2;MAGEB2;KRT7;NUPR1
Olomoucine Up,8/241,0.029471938,0.076618969,0,0,2.289023458,8.067243656,IL32;SRGN;SCARA3;POSTN;RELN;CITED2;KRT7;HBEGF
PNU-74654 Up,8/241,0.029471938,0.076618969,0,0,2.289023458,8.067243656,CA12;POSTN;EVI2A;GDF15;PLAU;STC2;SPINT2;NUPR1
PSH-012 Up,8/241,0.029471938,0.076618969,0,0,2.289023458,8.067243656,IL32;CA12;CPA3;FAP;HSD17B2;LY96;SOX9;CXCL14
ST-4070043 Up,8/241,0.029471938,0.076618969,0,0,2.289023458,8.067243656,RGS4;ALCAM;SPINK1;EVI2A;RAC2;ANXA10;CXCL14;LTF
Danusertib Up,8/241,0.029471938,0.076618969,0,0,2.289023458,8.067243656,CA12;CPA3;POSTN;SPINK1;EPB41L3;ITM2A;AREG;CXCL14
ZG-10 Up,8/241,0.029471938,0.076618969,0,0,2.289023458,8.067243656,CA12;CDA;GRB14;IL7R;ITM2A;CXCL14;CPA4;LTF
CVF-SUMO-11 Up,8/241,0.029471938,0.076618969,0,0,2.289023458,8.067243656,STC2;P3H2;LPAR1;SFN;SPINT2;FOSL2;HBEGF;LTF
Tylosin Up,8/241,0.029471938,0.076618969,0,0,2.289023458,8.067243656,CA12;SPINK1;CYP24A1;HSD17B2;LY96;ANXA10;SPINT2;ITM2A
Clocortolone Up,8/241,0.029471938,0.076618969,0,0,2.289023458,8.067243656,CPA3;POSTN;CALB1;MME;P3H2;SPINT2;AREG;FSTL1
Filgotinib Up,8/241,0.029471938,0.076618969,0,0,2.289023458,8.067243656,SCARA3;ALCAM;PCLO;SNAPC1;SOX9;LGR5;FOSL2;LTF
NMS-1286937 Up,8/241,0.029471938,0.076618969,0,0,2.289023458,8.067243656,CDA;GLIPR1;ALCAM;CAV1;SLCO1B3;SOX9;IL7R;AREG
Arofylline Up,8/241,0.029471938,0.076618969,0,0,2.289023458,8.067243656,CA12;CPA3;SRGN;GLIPR1;ALCAM;STC2;DIO2;IL7R
Fmk Down,8/241,0.029471938,0.076618969,0,0,2.289023458,8.067243656,SRGN;SPINK1;EVI2A;GDF15;STC2;SFN;AREG;CXCL14
Flunarizine Down,8/241,0.029471938,0.076618969,0,0,2.289023458,8.067243656,CA12;CITED2;BASP1;IL1B;P3H2;KRT7;SPINT2;AREG
Proxymetacaine Down,8/241,0.029471938,0.076618969,0,0,2.289023458,8.067243656,CPA3;THBD;KRT81;NUPR1;NAV2;LCP1;AREG;F3
BW-B70C Down,8/241,0.029471938,0.076618969,0,0,2.289023458,8.067243656,EDN1;CITED2;ANXA3;ARHGDIB;P3H2;ARHGAP29;CPA4;LTF
LY-255283 Down,8/241,0.029471938,0.076618969,0,0,2.289023458,8.067243656,CA12;SPINK1;STC2;CAV1;ANXA10;NUPR1;NAV2;LTF
Pyrazolanthrone Down,8/241,0.029471938,0.076618969,0,0,2.289023458,8.067243656,CA12;CDA;POSTN;CAV1;LY96;AOX1;NAV2;AREG
Ethisterone Down,8/241,0.029471938,0.076618969,0,0,2.289023458,8.067243656,SNAPC1;KCNJ8;STC2;HSD17B2;NLRP3;ITM2A;LGR5;STX11
Paxilline Down,8/241,0.029471938,0.076618969,0,0,2.289023458,8.067243656,GLIPR1;ALCAM;CITED2;ANXA3;GDF15;BASP1;IL7R;FSTL1
GSK-2334470 Down,8/241,0.029471938,0.076618969,0,0,2.289023458,8.067243656,IL32;CA12;CALB1;WWC1;LCP1;LGR5;FOSL2;LTF
VU-0420363-1 Down,8/241,0.029471938,0.076618969,0,0,2.289023458,8.067243656,CA12;MME;KCNE4;CAV1;LPAR1;SCG5;TNFAIP3;LTF
PD-173074 Down,8/241,0.029471938,0.076618969,0,0,2.289023458,8.067243656,SRGN;POSTN;CITED2;CAV1;ARHGDIB;SOX9;ITM2A;AREG
Gabapentin Down,8/241,0.029471938,0.076618969,0,0,2.289023458,8.067243656,KRT81;GDF15;MMP3;SOX9;NUPR1;LGR5;DCLK1;LTF
Iopromide Down,8/241,0.029471938,0.076618969,0,0,2.289023458,8.067243656,ALCAM;RELN;TRIM29;KRT7;SLAMF7;SFN;SPINT2;SOX9
Glycidol Down,8/241,0.029471938,0.076618969,0,0,2.289023458,8.067243656,RELN;CITED2;PLAU;MMP3;SFN;NAV2;LCP1;FBXL7
Kasugamycin Down,8/241,0.029471938,0.076618969,0,0,2.289023458,8.067243656,CITED2;CAV1;IL18;NUPR1;ITM2A;F3;CXCL14;DCLK1
CCT-251545 Down,8/241,0.029471938,0.076618969,0,0,2.289023458,8.067243656,KRT81;POSTN;HSD17B2;KRT7;SLAMF7;ARHGAP29;SOX9;ITM2A
BAY-598 Down,8/241,0.029471938,0.076618969,0,0,2.289023458,8.067243656,ESM1;POSTN;TRIM29;ANXA3;C5AR1;LY96;LGR5;LTF
